image, latitude, longitude
images/ch7/ch7img10.jpg,-33.437119,-70.635758
images/ch7/ch7img12.jpg,-33.439883,-70.639800
images/ch7/ch7img15.jpg,-33.437408,-70.641067
images/ch7/ch7img16.jpg,-33.439678,-70.639725
images/ch7/ch7img1.jpg,-33.437289,-70.642144
images/ch7/ch7img2.jpg,-33.442633,-70.645644
images/ch7/ch7img3.jpg,-33.436747,-70.632447
images/ch7/ch7img4.jpg,-33.437278,-70.635964
images/ch7/ch7img6.jpg,-33.439297,-70.639122
images/ch7/ch7img9.jpg,-33.438994,-70.639358
