image, latitude, longitude
images/ch5/ch5img10.jpg,-33.439261,-70.639069
images/ch5/ch5img11.jpg,-33.441794,-70.638236
images/ch5/ch5img1.jpg,-33.437603,-70.633644
images/ch5/ch5img2.jpg,-33.441619,-70.642356
images/ch5/ch5img3.jpg,-33.439797,-70.639572
images/ch5/ch5img4.jpg,-33.442153,-70.643189
images/ch5/ch5img6.jpg,-33.443256,-70.647256
images/ch5/ch5img7.jpg,-33.436794,-70.632508
images/ch5/ch5img8.jpg,-33.442542,-70.646125
images/ch5/ch5img9.jpg,-33.454772,-70.625411
